,,,
"Owendo","OWE","Owendo","Gabon"
,,,
"Owensboro","OWB","Daviess County","United States"
,,,
"Oxford","OXC","Waterbury-Oxford","United States"
,,,
"Oxford","OXF","Kidlington","United Kingdom"
,,,
"Oxford","UOX","University-Oxford","United States"
,,,
"Oxford","OXD","Miami University","United States"
,,,
"Oxford House","YOH","Oxford House","Canada"
,,,
"Oyem","OYE","Oyem","Gabon"
,,,
"Ozamis City","OZC","Labo","Philippines"
,,,
"Ozark","OZR","Cairns AAF","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Ozark","HEY","Hanchey Army Heliport","United States"
,,,
"Ozark","LOR","Lowe Army Heliport","United States"
,,,
"Ozona","OZA","Ozona Municipal","United States"
,,,
"Paama","PBJ","Paama","Vanuatu"
,,,
"Paamiut","JFR","Paamiut","Greenland"
,,,
"Pa-an","PAA","Pa-an","Myanmar"
,,,
"Pacific City","PFC","State","United States"
,,,
"Pacific Harbor","PHR","Pacific Harbor","Fiji"
,,,
"Pack Creek","PBK","Pack Creek","United States"
,,,
"Padang","PDG","Minangkabau International Airport","Indonesia"
,,,
"Paderborn","PAD","Paderborn","Germany"
,,,
"Paducah","PAH","Barkley Regional","United States"
,,,
"Paf Warren","PFA","Paf Warren","United States"
,,,
"Pagadian","PAG","Pagadian","Philippines"
,,,
"Page","PGA","Page","United States"
,,,
"Pago Pago","PPG","International","American Samoa"
,,,
"City name","Airport Code",,"Country name"
,,,
"Pagosa Springs","PGO","Stevens Field","United States"
,,,
"Pahokee","PHK","Palm Beach Co Glades","United States"
,,,
"Paiela","PLE","Paiela","Papua New Guinea"
,,,
"Pailin","PAI","Pailin","Cambodia"
,,,
"Paimiut","PMU","SPB","United States"
,,,
"Painesville","PVZ","Casement","United States"
,,,
"Painter Creek","PCE","Painter Creek","United States"
,,,
"Pajala","PJA","Pajala","Sweden"
,,,
"Pakatoa Island","PKL","Pakatoa Island","New Zealand (Aotearoa)"
,,,
"Pakokku","PKK","Pakokku","Myanmar"
,,,
"Paksane","PKS","Paksane","Laos"
,,,
"Pakse","PKZ","Pakse","Laos"
,,,
"Pakuashipi","YIF","Pakuashipi","Canada"
,,,
"Pakuba","PAF","Pakuba","Uganda"
,,,
"Pala","PLF","Pala","Chad"
,,,
"Palacios","PCH","Palacios","Honduras"
,,,
"City name","Airport Code",,"Country name"
,,,
"Palacios","PSX","Palacios","United States"
,,,
"Palangkaraya","PKY","Palangkaraya","Indonesia"
,,,
"Palanquero","PAL","Palanquero","Colombia"
,,,
"Palembang","PLM","Mahmud Badaruddin Ii","Indonesia"
,,,
"Palenque","PQM","Palenque","Mexico"
,,,
"Palermo","PMO","Punta Raisi","Italy"
,,,
"Palestine","PSN","Palestine","United States"
,,,
"Palibelo","PBW","Palibelo","Indonesia"
,,,
"Palm Island","PMK","Palm Island","Australia"
,,,
"Palm Island","PLI","Palm Island","Saint Vincent and the Grenadines"
,,,
"Palm Springs","UDD","Bermuda Dunes","United States"
,,,
"Palm Springs","PSP","Municipal","United States"
,,,
"Palma","LMZ","Palma","Mozambique"
,,,
"Palma Mallorca","PMI","Palma Mallorca","Spain"
,,,
"Palmar","PMZ","Palmar Sur","Costa Rica"
,,,
"Palmarito","PTM","Palmarito","Venezuela"
,,,
"City name","Airport Code",,"Country name"
,,,
"Palmas","PMW","Palmas","Brazil"
,,,
"Palmdale","PMD","Air Force 42","United States"
,,,
"Palmer","PAQ","Municipal","United States"
,,,
"Palmer","PMX","Metropolitan","United States"
,,,
"Palmerston North","PMR","Palmerston North","New Zealand (aotearoa)"
,,,
"Palmyra","PMS","Palmyra","Syria"
,,,
"Palo Alto","PAO","Palo Alto","United States"
,,,
"Paloemeu","OEM","Vincent Fayks","Suriname"
,,,
"Palu","PLW","Mutiara","Indonesia"
,,,
"Pama","XPA","Pama","Burkina Faso"
,,,
"Pambwa","PAW","Pambwa","Papua New Guinea"
,,,
"Pamol","PAY","Pamol","Malaysia"
,,,
"Pampa","PPA","Perry Lefors Field","United States"
,,,
"Pamplona","PNA","Pamplona","Spain"
,,,
"Pan Yu","ZAX","Pan Yu Ferry","China"
,,,
"Pan Zhi Hua","PZI","Pan Zhi Hua Bao AnYing","China"
,,,
"City name","Airport Code",,"Country name"
,,,
"Panama City","PFN","Bay County","United States"
,,,
"Panama City","PAM","Tyndall AFB","United States"
,,,
"Panama City","PAC","Paitilla","Panama"
,,,
"Panama City","PTY","Tocumen International","Panama"
,,,
"Panarea","ZJE","Harbour (Eolie Island)","Italy"
,,,
"Pandie Pandie","PDE","Pandie Pandie","Australia"
,,,
"Panevezys","PNV","Panevezys","Lithuania"
,,,
"Pangia","PGN","Pangia","Papua New Guinea"
,,,
"Pangkalanbuun","PKN","Pangkalanbuun","Indonesia"
,,,
"Pangkalpinang","PGK","Pangkalpinang","Indonesia"
,,,
"Pangkor","PKG","Pangkor Airport","Malaysia"
,,,
"Pangnirtung","YXP","Pangnirtung","Canada"
,,,
"Pangoa","PGB","Pangoa","Papua New Guinea"
,,,
"Panguitch","PNU","Panguitch","United States"
,,,
"Panjgur","PJG","Panjgur","Pakistan"
,,,
"Pantelleria","PNL","Pantelleria","Italy"
,,,
"City name","Airport Code",,"Country name"
,,,
"Pantnagar","PGH","Pantnagar","India"
,,,
"Paonia","WPO","North Fork Valley","United States"
,,,
"Papa Stour","PSV","Papa Stour","United Kingdom"
,,,
"Papa Westray","PPW","Papa Westray","United Kingdom"
,,,
"Papeete","PPT","Faaa","French Polynesia"
,,,
"Paphos","PFO","International","Cyprus"
,,,
"Papun","PPU","Papun","Myanmar"
,,,
"Para Chinar","PAJ","Para Chinar","Pakistan"
,,,
"Paraburdoo","PBO","Paraburdoo","Australia"
,,,
"Paradise River","YDE","Paradise River","Canada"
,,,
"Paragould","PGR","Municipal","United States"
,,,
"Parakou","PKO","Parakou","Benin"
,,,
"Param","PPX","Param","Papua New Guinea"
,,,
"Paramakotoi","PMT","Paramakotoi","Guyana"
,,,
"Paramaribo","PBM","Zanderij Intl","Suriname"
,,,
"Paramaribo","ORG","Zorg En Hoop","Suriname"
,,,
"City name","Airport Code",,"Country name"
,,,
"Parana","PRA","Parana","Argentina"
,,,
"Paranagua","PNG","Municipal","Brazil"
,,,
"Paranaiba","PBB","Paranaiba","Brazil"
,,,
"Paranavai","PVI","Paranavai","Brazil"
,,,
"Paraparaumu","PPQ","Paraparaumu","New Zealand (Aotearoa)"
,,,
"Parasi","PRS","Parasi","Solomon Islands"
,,,
"Paratebueno","EUO","Paratebueno","Colombia"
,,,
"Pardoo","PRD","Pardoo","Australia"
,,,
"Pardubice","PED","Pardubice",
,,,
"Parintins","PIN","Parintins","Brazil"
,,,
"Paris","XEX","Aerogare des Invalides","France"
,,,
"Paris","BVA","Beauvais-Tille","France"
,,,
"Paris","XDT","C.de G. /TGV Rail Svc","France"
,,,
"Paris","CDG","Charles De Gaulle","France"
,,,
"Paris","XTT","Etoile","France"
,,,
"Paris","XPG","Gare du Nord Rail Stn","France"
,,,
"City name","Airport Code",,"Country name"
,,,
"Paris","XGB","Gare Montparnasse","France"
,,,
"Paris","JDP","Heliport De Paris","France"
,,,
"Paris","JPU","La Defense Heliport","France"
,,,
"Paris","LBG","Le Bourget","France"
,,,
"Paris","ORY","Orly","France"
,,,
"Paris","POX","Paris Cergy Pontoise","France"
,,,
"Paris","VIY","Villa Coublay","France"
,,,
"Paris","PHT","Henry County","United States"
,,,
"Paris","PRX","Cox Field","United States"
,,,
"Park Falls","PKF","Park Falls","United States"
,,,
"Park Rapids","PKD","Park Rapids","United States"
,,,
"Parkersburg","PKB","Wood County","United States"
,,,
"Parkes","PKE","Parkes","Australia"
,,,
"Parks","KPK","Parks SPB","United States"
,,,
"Parnaiba","PHB","Santos Dumont","Brazil"
,,,
"Parndana","PDN","Parndana","Australia"
,,,
"City name","Airport Code",,"Country name"
,,,
"Parnu","EPU","Parnu","Estonia"
,,,
"Paro","PBH","Paro","Bhutan"
,,,
"Paros","PAS","Paros","Greece"
,,,
"Parry Sound","YPD","Parry Sound","Canada"
,,,
"Parsabad","PFQ","Parsabad","Iran"
,,,
"Parsons","PPF","Tri-City","United States"
,,,
"Paruima","PRR","Paruima","Guyana"
,,,
"Pasadena","JPD","Heliport","United States"
,,,
"Pascagoula","PGL","Jackson County","United States"
,,,
"Pasco","PSC","Tri-Cities","United States"
,,,
"Pasighat","IXT","Pasighat","India"
,,,
"Pasir Gudang","ZLW","Pasir Gudang Port","Malaysia"
,,,
"Pasir Pangarayan","PPR","Pasir Pangarayan","Indonesia"
,,,
"Pasni","PSI","Pasni","Pakistan"
,,,
"Paso Caballos","PCG","Paso Caballos","Guatemala"
,,,
"Paso De Los Libres","AOL","Paso De Los Libres","Argentina"
,,,
"City name","Airport Code",,"Country name"
,,,
"Paso Robles","PRB","Paso Robles","United States"
,,,
"Passo Fundo","PFB","Passo Fundo","Brazil"
,,,
"Passos","PSW","Passos","Brazil"
,,,
"Pastaza","PTZ","Pastaza","Ecuador"
,,,
"Pasto","PSO","Cano","Colombia"
,,,
"Pathankot","IXP","Pathankot","India"
,,,
"Patna","PAT","Patna","India"
,,,
"Pato Branco","PTO","Municipal","Brazil"
,,,
"Patong Beach","PBS","Patong Beach","Thailand"
,,,
"Patos De Minas","POJ","Patos De Minas","Brazil"
,,,
"Patras","GPA","Araxos Airport","Greece"
,,,
"Patreksfjordur","PFJ","Patreksfjordur","Iceland"
,,,
"Pattani","PAN","Pattani","Thailand"
,,,
"Pattaya","PYX","Pattaya","Thailand"
,,,
"Patterson","PTN","Williams Memorial","United States"
,,,
"Patuxent River","NHK","NAS","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Pau","PUF","Uzein","France"
,,,
"Pauk","PAU","Pauk","Myanmar"
,,,
"Paulatuk","YPC","Paulatuk","Canada"
,,,
"Paulo Afonso","PAV","Paulo Afonso","Brazil"
,,,
"Pauloff Harbor","KPH","Pauloff Harbor SPB","United States"
,,,
"Pavlodar","PWQ","Pavlodar","Kazakhstan"
,,,
"Pawi","PWI","Beles","Ethiopia"
,,,
"Payan","PYN","Payan","Colombia"
,,,
"Paysandu","PDU","Paysandu","Uruguay"
,,,
"Payson","PJB","Payson","United States"
,,,
"Paz De Ariporo","PZA","Casanare","Colombia"
,,,
"Peace River","YPE","Peace River","Canada"
,,,
"Peach Springs","PGS","Peach Springs","United States"
,,,
"Peawanuck","YPO","Peawanuck","Canada"
,,,
"Pebane","PEB","Pebane","Mozambique"
,,,
"Pechora","PEX","Pechora","Russian Federation"
,,,
"City name","Airport Code",,"Country name"
,,,
"Pecos City","PEQ","Pecos City","United States"
,,,
"Pedernales","PDZ","Pedernales","Venezuela"
,,,
"Pedro Bay","PDB","Pedro Bay","United States"
,,,
"Pedro Juan Caballero","PJC","Pedro Juan Caballero","Paraguay"
,,,
"Peenemuende","PEF","Peenemuende","Germany"
,,,
"Pehuajo","PEH","Pehuajo","Argentina"
,,,
"Pekanbaru","PKU","Simpang Tiga","Indonesia"
,,,
"Pelaneng","PEL","Pelaneng","Lesotho"
,,,
"Pelican","PEC","Pelican SPB","United States"
,,,
"Pell City","PLR","St Clair County","United States"
,,,
"Pellston","PLN","Emmet County","United States"
,,,
"Pelotas","PET","Federal","Brazil"
,,,
"Pemba","POL","Pemba","Mozambique"
,,,
"Pemba","PMA","Wawi","Tanzania"
,,,
"Pembina","PMB","Intermediate","United States"
,,,
"Pembroke","YTA","Pembroke And Area Apt","Canada"
,,,
"City name","Airport Code",,"Country name"
,,,
"Penang","PEN","Penang International","Malaysia"
,,,
"Penang","ZJR","Penang Port","Malaysia"
,,,
"Pender Harbor","YPT","Pender Harbor","Canada"
,,,
"Pendleton","PDT","Pendleton","United States"
,,,
"Pendopo","PDO","Pendopo","Indonesia"
,,,
"Peng Lai","PNJ","Peng Lai/Sha He Kou","China"
,,,
"Penneshaw","PEA","Penneshaw","Australia"
,,,
"Penong","PEY","Penong","Australia"
,,,
"Penrhyn Island","PYE","Penrhyn Island","Cook Islands"
,,,
"Pensacola","NDP","Ellyson NAS","United States"
,,,
"Pensacola","NPA","Pensacola NAS","United States"
,,,
"Pensacola","PNS","Regional","United States"
,,,
"Pensacola","NUN","Saufley NAS","United States"
,,,
"Penticton","YYF","Penticton","Canada"
,,,
"Penza","PEZ","Penza","Russian Federation"
,,,
"Penzance","PZE","Penzance","United Kingdom"
,,,
"City name","Airport Code",,"Country name"
,,,
"Peoria","PIA","Greater Peoria","United States"
,,,
"Peppers Palm Bay","PBY","Hamilton/Proserpine","Australia"
,,,
"Peppimenarti","PEP","Peppimenarti","Australia"
,,,
"Peraitepuy","PPH","Peraitepuy","Venezuela"
,,,
"Pereira","PEI","Matecana","Colombia"
,,,
"Perigueux","PGX","Perigueux","France"
,,,
"Perito Moreno","PMQ","Perito Moreno","Argentina"
,,,
"Perm","PEE","Perm","Russian Federation"
,,,
"Perpignan","PGF","Llabanere","France"
,,,
"Perry","FPY","Perry-Foley","United States"
,,,
"Perry","PRO","Municipal","United States"
,,,
"Perry Island","PYL","Perry SPB","United States"
,,,
"Perryville","KPV","Perryville SPB","United States"
,,,
"Perth","PSL","Perth","United Kingdom"
,,,
"Perth","ZXP","ScotRail","United Kingdom"
,,,
"Perth","PER","Perth Airport","Australia"
,,,
"City name","Airport Code",,"Country name"
,,,
"Peru","VYS","Illinois Valley Regnl","United States"
,,,
"Peru","GUS","Grissom AFB","United States"
,,,
"Perugia","PEG","Sant Egidio","Italy"
,,,
"Pescara","PSR","Liberi","Italy"
,,,
"Peschiei","PEJ","Peschiei","Italy"
,,,
"Peshawar","PEW","Peshawar","Pakistan"
,,,
"Petawawa","YWA","Petawawa","Canada"
,,,
"Peterborough","YPQ","Peterborough","Canada"
,,,
"Petersburg","PSG","Municipal","United States"
,,,
"Petersburg","FLE","Fort Lee AAF","United States"
,,,
"Petersburg","PTB","Municipal","United States"
,,,
"Petersburg","PGC","Grant County","United States"
,,,
"Petrolina","PNZ","Internacional","Brazil"
,,,
"Petropavlovsk","PPK","Petropavlovsk","Kazakhstan"
,,,
"Petropavlovsk-Kamchats","PKC","Petropavlovsk-Kamchats","Russian Federation"
,,,
"Petrozavodsk","PES","Petrozavodsk","Russian Federation"
,,,
"City name","Airport Code",,"Country name"
,,,
"Pevek","PWE","Pevek","Russian Federation"
,,,
"Pforheim","UPF","Pforheim","Germany"
,,,
"Phalaborwa","PHW","Phalaborwa","South Africa"
,,,
"Phan Rang","PHA","Phan Rang","Viet Nam"
,,,
"Phan Thiet","PHH","Phan Thiet","Viet Nam"
,,,
"Phanom Sarakham","PMM","Phanom Sarakham","Thailand"
,,,
"Phaplu","PPL","Phaplu","Nepal"
,,,
"Phetchabun","PHY","Phetchabun","Thailand"
,,,
"Phi Phi Island","PHZ","Phi Phi Island","Thailand"
,,,
"Philadelphia","PHL","Philadelphia International","United States"
,,,
"Philadelphia","MUV","Mustin Alf","United States"
,,,
"Philadelphia","ZHC","N Philadelphia Rail St","United States"
,,,
"Philadelphia","PNE","North Philadelphia","United States"
,,,
"Philadelphia","ZFV","Philadelphia Rail","United States"
,,,
"Philadelphia","PSQ","SPB","United States"
,,,
"Philadelphia","ZTN","Trenton Rail STN","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Philadelphia","TTN","Trenton-Mercer","United States"
,,,
"Philip","PHP","Philip","United States"
,,,
"Phinda","PZL","Zulu Inyala","South Africa"
,,,
"Phitsanulok","PHS","Phitsanulok","Thailand"
,,,
"Phnom Penh","PNH","Phnom Penh International","Cambodia"
,,,
"Phoenix","LUF","Luke Afb","United States"
,,,
"Phoenix","DVT","Phoenix-Deer Valley","United States"
,,,
"Phoenix","SCF","Scottsdale Municipal","United States"
,,,
"Phoenix","PHX","Sky Harbor Intl","United States"
,,,
"Phongsaly","PCQ","Bounneua","Laos"
,,,
"Phrae","PRH","Phrae","Thailand"
,,,
"Phu Quoc","PQC","Duong Dang","Viet Nam"
,,,
"Phu Vinh","PHU","Phu Vinh","Viet Nam"
,,,
"Phu-bon","HBN","Flamingo","Viet Nam"
,,,
"Phuket","HKT","Phuket International","Thailand"
,,,
"Phuoclong","VSO","Phuoclong","Viet Nam"
,,,
"City name","Airport Code",,"Country name"
,,,
"Picayune","PCU","Pearl River County","United States"
,,,
"Pickens","LQK","Pickens","United States"
,,,
"Pickle Lake","YPL","Pickle Lake","Canada"
,,,
"Pico Island","PIX","Pico Island","Portugal"
,,,
"Picos","PCS","Picos","Brazil"
,,,
"Picton","PCN","Koromiko","New Zealand (Aotearoa)"
,,,
"Piedras Negras","PDS","Piedras Negras","Mexico"
,,,
"Pierre","PIR","Pierre","United States"
,,,
"Piestany","PZY","Piestany","Slovak Republic"
,,,
"Pietermaritzburg","PZB","Pietermaritzburg Oribi","South Africa"
,,,
"Pijiguaos","LPJ","Pijiguaos","Venezuela"
,,,
"Pikangikum","YPM","Pikangikum","Canada"
,,,
"Pikwitonei","PIW","Pikwitonei","Canada"
,,,
"Pilar","PIL","Pilar","Paraguay"
,,,
"Pilot Point","PIP","Pilot Point Arpt","United States"
,,,
"Pilot Point","UGB","Ugashik Bay","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Pilot Station","PQS","Pilot Station","United States"
,,,
"Pimaga","PMP","Pimaga","Papua New Guinea"
,,,
"Pimenta Bueno","PBQ","Pimenta Bueno","Brazil"
,,,
"Pincher Creek","WPC","Pincher Creek","Canada"
,,,
"Pindiu","PDI","Pindiu","Papua New Guinea"
,,,
"Pine Bluff","PBF","Grider Field","United States"
,,,
"Pine Cay","PIC","Pine Cay","Turks and Caicos Islands"
,,,
"Pine House","ZPO","Pine House","Canada"
,,,
"Pine Mountain","PIM","Garden Harris County","United States"
,,,
"Pine Point","YPP","Pine Point","Canada"
,,,
"Pine Ridge","XPR","Pine Ridge","United States"
,,,
"Pingtung","PIF","Pingtung","Taiwan"
,,,
"Pinheiro","PHI","Pinheiro","Brazil"
,,,
"Pinotepa Nacional","PNO","Pinotepa Nacional","Mexico"
,,,
"Pipillipai","PIQ","Pipillipai","Guyana"
,,,
"Pirapora","PIV","Pirapora","Brazil"
,,,
"City name","Airport Code",,"Country name"
,,,
"Pisco","PIO","Pisco","Peru"
,,,
"Pitalito","PTX","Pitalito","Colombia"
,,,
"Pitinga","PIG","Pitinga","Brazil"
,,,
"Pitts Town","PWN","Pitts Town","Bahamas"
,,,
"Pittsburg","PTS","Municipal","United States"
,,,
"Pittsburgh","AGC","Allegheny County","United States"
,,,
"Pittsburgh","CVA","Civic Ar Heli","United States"
,,,
"Pittsfield","PSF","Pittsfield","United States"
,,,
"Pituffik","THU","Pituffik","Greenland"
,,,
"Piura","PIU","Piura","Peru"
,,,
"Placencia","PLJ","Placencia","Belize"
,,,
"Placerville","PVF","Placerville","United States"
,,,
"Plainview","PVW","Hale County","United States"
,,,
"Planadas","PLA","Planadas","Colombia"
,,,
"Planeta Rica","PLC","Planeta Rica","Colombia"
,,,
"Platinum","PTU","Platinum","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Plato","PLT","Plato","Colombia"
,,,
"Plattsburgh","PBG","AFB","United States"
,,,
"Plattsburgh","PLB","Clinton County","United States"
,,,
"Playa Del Carmen","PCM","Playa Del Carmen","Mexico"
,,,
"Playa Grande","PKJ","Playa Grande","Guatemala"
,,,
"Playa Samara","PLD","Playa Samara","Costa Rica"
,,,
"Playon Chico","PYC","Playon Chico","Panama"
,,,
"Pleasant Harbour","PTR","Pleasant Harbour","United States"
,,,
"Pleasanton","JBS","Hacienda Bus.Park H/P","United States"
,,,
"Pleiku","PXU","Pleiku","Viet Nam"
,,,
"Plentywood","PWD","Sherwood","United States"
,,,
"Plettenberg Bay","PBZ","Plettenberg Bay","South Africa"
,,,
"Pleven","PVN","Pleven","Bulgaria"
,,,
"Plovdiv","PDV","Plovdiv","Bulgaria"
,,,
"Plymouth","PLH","Plymouth","United Kingdom"
,,,
"Plymouth","PLY","Plymouth","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Plymouth","PYM","Plymouth","United States"
,,,
"Po","PUP","Po","Burkina Faso"
,,,
"Pocahontas","POH","Municipal","United States"
,,,
"Pocatello","PIH","Pocatello","United States"
,,,
"Pochutla","PUH","Pochutla","Mexico"
,,,
"Pocos De Caldas","POO","Pocos De Caldas","Brazil"
,,,
"Podgorica","TGD","Golubovci","Yugoslavia"
,,,
"Podor","POD","Podor","Senegal"
,,,
"Pohakuloa","BSF","Bradshaw AAF","United States"
,,,
"Pohang","KPO","Pohang","Korea (South)"
,,,
"Pohnpei","PNI","Pohnpei","Micronesia"
,,,
"Point Baker","KPB","Point Baker SPB","United States"
,,,
"Point Hope","PHO","Point Hope","United States"
,,,
"Point Lay","PIZ","Dew Station","United States"
,,,
"Point Retreat","PRT","Coast Guard Heliport","United States"
,,,
"Pointe Noire","PNR","Pointe Noire","Congo"
,,,
"City name","Airport Code",,"Country name"
,,,
"Pointe-a-Pitre","PTP","Le Raizet","Guadeloupe"
,,,
"Points North Landing","YNL","Points North Landing","Canada"
,,,
"Poipet","HPP","Poipet","Cambodia"
,,,
"Poitiers","PIS","Biard","France"
,,,
"Pokhara","PKR","Pokhara","Nepal"
,,,
"Polacca","PXL","Polacca","United States"
,,,
"Polk Inlet","POQ","Polk Inlet","United States"
,,,
"Polokwane","PTG","Polokwane","South Africa"
,,,
"Poltava","PLV","Poltava","Ukraine"
,,,
"Polyarnyj","PYJ","Polyarnyj","Russian Federation"
,,,
"Pomala","PUM","Pomala","Indonesia"
,,,
"Pompano Beach","PPM","Pompano Beach","United States"
,,,
"Ponca City","PNC","Ponca City","United States"
,,,
"Ponce","PSE","Mercedita","Puerto Rico"
,,,
"Pond Inlet","YIO","Pond Inlet","Canada"
,,,
"Pondicherry","PNY","Pondicherry","India"
,,,
"City name","Airport Code",,"Country name"
,,,
"Pondok Cabe","PCB","Pondok Cabe","Indonesia"
,,,
"Ponta de Ouro","PDD","Ponta de Ouro","Mozambique"
,,,
"Ponta Delgada","PDL","Nordela","Portugal"
,,,
"Ponta Pelada","PLL","Ponta Pelada","Brazil"
,,,
"Ponta Pora","PMG","International","Brazil"
,,,
"Pontes e Lacerda","LCB","Pontes e Lacerda","Brazil"
,,,
"Pontiac","PTK","Pontiac","United States"
,,,
"Pontianak","PNK","Supadio","Indonesia"
,,,
"Ponza","ZJY","Harbour","Italy"
,,,
"Popayan","PPN","Machangara","Colombia"
,,,
"Pope Vanoy","PVY","Pope Vanoy","United States"
,,,
"Poplar Bluff","POF","Earl Fields Memorial","United States"
,,,
"Poplar Hill","YHP","Poplar Hill","Canada"
,,,
"Poplar River","XPP","Poplar River","Canada"
,,,
"Popondetta","PNP","Girua","Papua New Guinea"
,,,
"Poprad/Tatry","TAT","Poprad/Tatry","Slovak Republic"
,,,
"City name","Airport Code",,"Country name"
,,,
"Poptun","PON","Poptun","Guatemala"
,,,
"Porbandar","PBD","Porbandar","India"
,,,
"Porcupine Creek","PCK","Porcupine Creek","United States"
,,,
"Pore","PRE","Pore","Colombia"
,,,
"Porgera","RGE","Porgera","Papua New Guinea"
,,,
"Pori","POR","Pori","Finland"
,,,
"Porlamar","PMV","DelCaribe Gen S Marino","Venezuela"
,,,
"Porsgrunn","XKP","Porsgrunn Rail St.","Norway"
,,,
"Port Alberni","YPB","Port Alberni","Canada"
,,,
"Port Alexander","PTD","Port Alexander","United States"
,,,
"Port Alfred","AFD","Port Alfred","South Africa"
,,,
"Port Alice","PTC","Port Alice","United States"
,,,
"Port Alsworth","PTA","Port Alsworth","United States"
,,,
"Port Angeles","CLM","Fairchild Intl","United States"
,,,
"Port Antonio","POT","Ken Jones","Jamaica"
,,,
"Port Armstrong","PTL","Port Armstrong","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Port Au Prince","PAP","Mais Gate","Haiti"
,,,
"Port Augusta","PUG","Port Augusta","Australia"
,,,
"Port Bailey","KPY","Port Bailey SPB","United States"
,,,
"Port Berge","WPB","Port Berge","Madagascar"
,,,
"Port Blair","IXZ","Port Blair","India"
,,,
"Port Clarence","KPC","Port Clarence","United States"
,,,
"Port De Paix","PAX","Port De Paix","Haiti"
,,,
"Port Douglas","PTI","Port Douglas","Australia"
,,,
"Port Elizabeth","BQU","Bequia Airport","Saint Vincent and the Grenadines"
,,,
"Port Elizabeth","PLZ","Port Elizabeth","South Africa"
,,,
"Port Fitzroy","GBS","Port Fitzroy","New Zealand (Aotearoa)"
,,,
"Port Frederick","PFD","Port Frederick","United States"
,,,
"Port Gentil","POG","Port Gentil","Gabon"
,,,
"Port Graham","PGM","Port Graham","United States"
,,,
"Port Harcourt","PHC","Port Harcourt","Nigeria"
,,,
"Port Harcourt","PHG","Port Harcourt City","Nigeria"
,,,
"City name","Airport Code",,"Country name"
,,,
"Port Hardy","YZT","Port Hardy","Canada"
,,,
"Port Hawkesbury","YPS","Port Hawkesbury","Canada"
,,,
"Port Hedland","PHE","Port Hedland","Australia"
,,,
"Port Heiden","PTH","Port Heiden","United States"
,,,
"Port Hope Simpson","YHA","Port Hope Simpson","Canada"
,,,
"Port Hueneme","NTD","Point Mugu NAS","United States"
,,,
"Port Hunter","PHJ","Port Hunter","Australia"
,,,
"Port Huron","PHN","St Clair County Intl","United States"
,,,
"Port Johnson","PRF","Port Johnson","United States"
,,,
"Port Kaituma","PKM","Port Kaituma","Guyana"
,,,
"Port Keats","PKT","Port Keats","Australia"
,,,
"Port Klang","XPQ","Ferry","Malaysia"
,,,
"Port Lincoln","PLO","Port Lincoln","Australia"
,,,
"Port Lions","ORI","Port Lions SPB","United States"
,,,
"Port Macquarie","PQQ","Port Macquarie","Australia"
,,,
"Port McNeil","YMP","Port McNeil","Canada"
,,,
"City name","Airport Code",,"Country name"
,,,
"Port Menier","YPN","Port Menier","Canada"
,,,
"Port Moller","PML","AFS","United States"
,,,
"Port Moresby","POM","Jackson Fld","Papua New Guinea"
,,,
"Port Oceanic","PRL","Port Oceanic","United States"
,,,
"Port Pirie","PPI","Port Pirie","Australia"
,,,
"Port Protection","PPV","Port Protection","United States"
,,,
"Port Said","PSD","Port Said","Egypt"
,,,
"Port Saint Johns","JOH","Port Saint Johns","South Africa"
,,,
"Port San Juan","PJS","Port San Juan","United States"
,,,
"Port Simpson","YPI","Port Simpson","Canada"
,,,
"Port Stanley","PSY","Port Stanley","Falkland Islands (Malvinas)"
,,,
"Port Stephens","PTE","Port Stephens","Australia"
,,,
"Port Sudan","PZU","Port Sudan","Sudan"
,,,
"Port Townsend","TWD","Port Townsend","United States"
,,,
"Port Vila","VLI","Bauerfield","Vanuatu"
,,,
"Port Walter","PWR","Port Walter","United States"
,,,
"City name","Airport Code",,"Country name"
,,,
"Port Williams","KPR","Port Williams SPB","United States"
,,,
"Portage Creek","PCA","Portage Creek","United States"
,,,
"Portage La Prairie","YPG","Portage La Prairie","Canada"
,,,
"Porterville","PTV","Porterville","United States"
,,,
"Portimao","PRM","Portimao","Portugal"
,,,
"Portland","PWM","Intl Jetport","United States"
,,,
"Portland","PDX","Portland International","United States"
,,,
"Portland","PTJ","Portland","Australia"
,,,
"Porto","OPO","Porto","Portugal"
,,,
"Porto","ZYJ","Porto TP","Portugal"
,,,
"Porto Alegre","POA","Salgado Filho","Brazil"
,,,
"Porto Alegre","PGP","Porto Alegre","Sao Tome and Principe"
,,,
"Porto Alegre Do Norte","PBX","Porto Alegre Do Norte","Brazil"
,,,
"Porto Amboim","PBN","Porto Amboim","Angola"
,,,
"Porto de Moz","PTQ","Porto de Moz","Brazil"
,,,
"Porto Dos Gauchos","PBV","Porto Dos Gauchos","Brazil"
,,,
"City name","Airport Code",,"Country name"
,,,
"Porto Kheli","PKH","Alexion","Greece"
,,,
